"id","gen","sp","ssp","group","en","rec","cnt","loc","lat","lng","alt","type","sex","stage","method","url","file","file-name","sono.small","sono.med","sono.large","sono.full","osci.small","osci.med","osci.large","lic","q","length","time","date","uploaded","also","rmk","bird-seen","animal-seen","playback-used","temp","regnr","auto","dvc","mic","smp"
"235509","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Jeremy Minns","Brazil","Santa Catarina; near Urubici","-27.83","-49.58","850","flight call","","","field recording","//xeno-canto.org/235509","https://xeno-canto.org/235509/download","XC235509-AMAVIN09.mp3",//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC235509-small.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC235509-med.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC235509-large.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC235509-full.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC235509-small.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC235509-med.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC235509-large.png,"//creativecommons.org/licenses/by-nc-sa/4.0/","A","0:10","08:15","2002-11-28","2015-04-13","","edge of humid sub-montane forest with much bamboo - fly over by two birds","yes","yes","no","","","no","","","44100"
"100815","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Antonio Silveira","Brazil","Campos do Jordão, near State Park,SP, Brazil","-22.686","-45.48","1550","song","","","field recording","//xeno-canto.org/100815","https://xeno-canto.org/100815/download","Amazona-vinacea-PECampos-do-JordaoSP-Brazil-3-12-09-ASilveira.mp3",//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/ffts/XC100815-small.png,//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/ffts/XC100815-med.png,//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/ffts/XC100815-large.png,//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/ffts/XC100815-full.png,//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/wave/XC100815-small.png,//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/wave/XC100815-med.png,//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/wave/XC100815-large.png,"//creativecommons.org/licenses/by-nc-nd/2.5/","A","0:51","morning","2009-12-03","2012-05-11","","","unknown","unknown","unknown","","","no","","","44100"
"84863","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Jeremy Minns","Brazil","Santa Catarina; near Urubici","-27.83","-49.58","915","call, calls, perched and in flight","","","field recording","//xeno-canto.org/84863","https://xeno-canto.org/84863/download","AMAVIN08.mp3",//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84863-small.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84863-med.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84863-large.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84863-full.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC84863-small.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC84863-med.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC84863-large.png,"//creativecommons.org/licenses/by-nc-sa/3.0/","A","0:34","07:39","2002-11-28","2011-08-02","Cyclarhis gujanensis","Beside SC-430 main road. Humid submontane forest with much bamboo. Single bird in a tree and then flying off.","unknown","unknown","unknown","","","no","","","44100"
"62481","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Herman van Oosten","Brazil","Campos do Jordao State Park, Sao Paulo state","-22.6681","-45.5031","1600","call","","","field recording","//xeno-canto.org/62481","https://xeno-canto.org/62481/download","vinaceous parrot 1208 24810.mp3",//xeno-canto.org/sounds/uploaded/SNUDCZVUQK/ffts/XC62481-small.png,//xeno-canto.org/sounds/uploaded/SNUDCZVUQK/ffts/XC62481-med.png,//xeno-canto.org/sounds/uploaded/SNUDCZVUQK/ffts/XC62481-large.png,//xeno-canto.org/sounds/uploaded/SNUDCZVUQK/ffts/XC62481-full.png,//xeno-canto.org/sounds/uploaded/SNUDCZVUQK/wave/XC62481-small.png,//xeno-canto.org/sounds/uploaded/SNUDCZVUQK/wave/XC62481-med.png,//xeno-canto.org/sounds/uploaded/SNUDCZVUQK/wave/XC62481-large.png,"//creativecommons.org/licenses/by-nc-nd/2.5/","A","0:18","08:08","2010-08-24","2010-09-18","","Great birds.","unknown","unknown","unknown","","","no","","","44100"
"39665","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Eduardo Patrial","Brazil","Fazenda Cerro das Flores, Bocaiúva do Sul, PR",NA,NA,"?","call","","","field recording","//xeno-canto.org/39665","https://xeno-canto.org/39665/download","Amazona_vinacea_(Vianceous_Parrot)e.p.26.08.09.mp3",//xeno-canto.org/sounds/uploaded/QEFRRVCRRP/ffts/XC39665-small.png,//xeno-canto.org/sounds/uploaded/QEFRRVCRRP/ffts/XC39665-med.png,//xeno-canto.org/sounds/uploaded/QEFRRVCRRP/ffts/XC39665-large.png,//xeno-canto.org/sounds/uploaded/QEFRRVCRRP/ffts/XC39665-full.png,//xeno-canto.org/sounds/uploaded/QEFRRVCRRP/wave/XC39665-small.png,//xeno-canto.org/sounds/uploaded/QEFRRVCRRP/wave/XC39665-med.png,//xeno-canto.org/sounds/uploaded/QEFRRVCRRP/wave/XC39665-large.png,"//creativecommons.org/licenses/by-nc-nd/2.5/","A","0:36","17:55","2009-08-26","2009-10-16","","Flight.","unknown","unknown","unknown","","","no","","","44100"
"544448","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Dante Buzzetti","Brazil","Parque Estadual de Campos do Jordão, Campos do Jordão, São Paulo","-22.6774","-45.4732","1540","flight call","","","field recording","//xeno-canto.org/544448","https://xeno-canto.org/544448/download","XC544448-Amazona vinacea DCB 805-8.mp3",//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC544448-small.png,//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC544448-med.png,//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC544448-large.png,//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC544448-full.png,//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/wave/XC544448-small.png,//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/wave/XC544448-med.png,//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/wave/XC544448-large.png,"//creativecommons.org/licenses/by-nc-sa/4.0/","B","0:28","16:30","2020-03-29","2020-04-11","","DCB 805-8","yes","yes","no","","","no","","","44100"
"180157","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Nárgila Moura","Brazil","Campos do Jordão, near State Park,SP, Brazil","-22.686","-45.48","1500","flight call","","","field recording","//xeno-canto.org/180157","https://xeno-canto.org/180157/download","XC180157-Amazona_vinacea.mp3",//xeno-canto.org/sounds/uploaded/CWEIBYBYYD/ffts/XC180157-small.png,//xeno-canto.org/sounds/uploaded/CWEIBYBYYD/ffts/XC180157-med.png,//xeno-canto.org/sounds/uploaded/CWEIBYBYYD/ffts/XC180157-large.png,//xeno-canto.org/sounds/uploaded/CWEIBYBYYD/ffts/XC180157-full.png,//xeno-canto.org/sounds/uploaded/CWEIBYBYYD/wave/XC180157-small.png,//xeno-canto.org/sounds/uploaded/CWEIBYBYYD/wave/XC180157-med.png,//xeno-canto.org/sounds/uploaded/CWEIBYBYYD/wave/XC180157-large.png,"//creativecommons.org/licenses/by-nc-sa/4.0/","B","0:19","08:00","2014-05-19","2014-05-30","","","yes","yes","no","","","no","","","44100"
"179470","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Alex Lees","Brazil","Campos do Jordão, São Paulo","-22.666","-45.4534","1500","flight call","","","field recording","//xeno-canto.org/179470","https://xeno-canto.org/179470/download","XC179470-R09_0051_amazona.mp3",//xeno-canto.org/sounds/uploaded/INDDBZAFJL/ffts/XC179470-small.png,//xeno-canto.org/sounds/uploaded/INDDBZAFJL/ffts/XC179470-med.png,//xeno-canto.org/sounds/uploaded/INDDBZAFJL/ffts/XC179470-large.png,//xeno-canto.org/sounds/uploaded/INDDBZAFJL/ffts/XC179470-full.png,//xeno-canto.org/sounds/uploaded/INDDBZAFJL/wave/XC179470-small.png,//xeno-canto.org/sounds/uploaded/INDDBZAFJL/wave/XC179470-med.png,//xeno-canto.org/sounds/uploaded/INDDBZAFJL/wave/XC179470-large.png,"//creativecommons.org/licenses/by-nc-sa/4.0/","B","0:13","08:00","2014-05-19","2014-05-25","Pitangus sulphuratus","","yes","yes","no","","","no","","","44100"
"150910","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Paulo Affonso Fonseca Pires Neto","Brazil","Palma Sola, Santa Catarina","-26.3247","-53.2885","850","flight call","","","field recording","//xeno-canto.org/150910","https://xeno-canto.org/150910/download","XC150910-Amazona vinace.mp3",//xeno-canto.org/sounds/uploaded/QOMWCAGQJX/ffts/XC150910-small.png,//xeno-canto.org/sounds/uploaded/QOMWCAGQJX/ffts/XC150910-med.png,//xeno-canto.org/sounds/uploaded/QOMWCAGQJX/ffts/XC150910-large.png,//xeno-canto.org/sounds/uploaded/QOMWCAGQJX/ffts/XC150910-full.png,//xeno-canto.org/sounds/uploaded/QOMWCAGQJX/wave/XC150910-small.png,//xeno-canto.org/sounds/uploaded/QOMWCAGQJX/wave/XC150910-med.png,//xeno-canto.org/sounds/uploaded/QOMWCAGQJX/wave/XC150910-large.png,"//creativecommons.org/licenses/by-nc-sa/3.0/","B","0:34","08:00","2013-09-12","2013-10-15","","","yes","yes","no","","","no","","","44100"
"144947","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Augusto Cezar Francisco Alves","Brazil","Minas Gerais","-19.7993","-41.7174","668","call, pearch","","","field recording","//xeno-canto.org/144947","https://xeno-canto.org/144947/download","XC144947-Amazona_vinacea_pearch_calls_ipanema_mg.mp3",//xeno-canto.org/sounds/uploaded/SFAWGULFER/ffts/XC144947-small.png,//xeno-canto.org/sounds/uploaded/SFAWGULFER/ffts/XC144947-med.png,//xeno-canto.org/sounds/uploaded/SFAWGULFER/ffts/XC144947-large.png,//xeno-canto.org/sounds/uploaded/SFAWGULFER/ffts/XC144947-full.png,//xeno-canto.org/sounds/uploaded/SFAWGULFER/wave/XC144947-small.png,//xeno-canto.org/sounds/uploaded/SFAWGULFER/wave/XC144947-med.png,//xeno-canto.org/sounds/uploaded/SFAWGULFER/wave/XC144947-large.png,"//creativecommons.org/licenses/by-nc-sa/3.0/","B","0:10","08:16","2013-06-20","2013-08-14","","Observed a pair perched in dry tree, open area, near a forest fragment.","yes","yes","no","","","no","","","44100"
"143237","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Noé Eiterer","Brazil","Viçosa, Minas Gerais","-20.79","-42.8882","800","flight call","","","field recording","//xeno-canto.org/143237","https://xeno-canto.org/143237/download","XC143237-papagaio-de-peito-roxo.mp3",//xeno-canto.org/sounds/uploaded/TWSKITNQOV/ffts/XC143237-small.png,//xeno-canto.org/sounds/uploaded/TWSKITNQOV/ffts/XC143237-med.png,//xeno-canto.org/sounds/uploaded/TWSKITNQOV/ffts/XC143237-large.png,//xeno-canto.org/sounds/uploaded/TWSKITNQOV/ffts/XC143237-full.png,//xeno-canto.org/sounds/uploaded/TWSKITNQOV/wave/XC143237-small.png,//xeno-canto.org/sounds/uploaded/TWSKITNQOV/wave/XC143237-med.png,//xeno-canto.org/sounds/uploaded/TWSKITNQOV/wave/XC143237-large.png,"//creativecommons.org/licenses/by-nc-sa/3.0/","B","0:07","07:00","2013-07-18","2013-07-22","","","yes","yes","no","","","no","","","44100"
"140062","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Paulo Affonso Fonseca Pires Neto","Brazil","Palma Sola, Santa Catarina","-26.3247","-53.2885","850","call, flight call","","","field recording","//xeno-canto.org/140062","https://xeno-canto.org/140062/download","XC140062-Amazona vinacea bando grande.mp3",//xeno-canto.org/sounds/uploaded/QOMWCAGQJX/ffts/XC140062-small.png,//xeno-canto.org/sounds/uploaded/QOMWCAGQJX/ffts/XC140062-med.png,//xeno-canto.org/sounds/uploaded/QOMWCAGQJX/ffts/XC140062-large.png,//xeno-canto.org/sounds/uploaded/QOMWCAGQJX/ffts/XC140062-full.png,//xeno-canto.org/sounds/uploaded/QOMWCAGQJX/wave/XC140062-small.png,//xeno-canto.org/sounds/uploaded/QOMWCAGQJX/wave/XC140062-med.png,//xeno-canto.org/sounds/uploaded/QOMWCAGQJX/wave/XC140062-large.png,"//creativecommons.org/licenses/by-nc-sa/3.0/","B","0:30","07:30","2013-06-13","2013-06-26","","","yes","yes","no","","","no","","","44100"
"120209","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","GABRIEL LEITE","Brazil","Campos do Jordão, São Paulo","-22.7008","-45.4964","1600","flight call","female, male","","field recording","//xeno-canto.org/120209","https://xeno-canto.org/120209/download","XC120209-Amazona vinacea_Campos do Jordão_1122.MP3",//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC120209-small.png,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC120209-med.png,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC120209-large.png,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC120209-full.png,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC120209-small.png,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC120209-med.png,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC120209-large.png,"//creativecommons.org/licenses/by-nc-sa/3.0/","B","0:30","17:00","2013-01-26","2013-01-26","","","yes","yes","no","","","no","","","44100"
"84862","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Jeremy Minns","Brazil","Santa Catarina; near Urubici","-27.83","-49.58","915","call, calls on landing","","","field recording","//xeno-canto.org/84862","https://xeno-canto.org/84862/download","AMAVIN07.mp3",//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84862-small.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84862-med.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84862-large.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84862-full.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC84862-small.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC84862-med.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC84862-large.png,"//creativecommons.org/licenses/by-nc-sa/3.0/","B","0:10","07:16","2002-11-28","2011-08-02","","Beside SC-430 main road. Humid submontane forest with much bamboo. Two birds","unknown","unknown","unknown","","","no","","","44100"
"84861","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Jeremy Minns","Brazil","Santa Catarina; near Urubici","-27.83","-49.58","915","flight call","","","field recording","//xeno-canto.org/84861","https://xeno-canto.org/84861/download","AMAVIN06.mp3",//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84861-small.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84861-med.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84861-large.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84861-full.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC84861-small.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC84861-med.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC84861-large.png,"//creativecommons.org/licenses/by-nc-sa/3.0/","B","0:26","07:06","2002-11-28","2011-08-02","","Same place. Single bird.","unknown","unknown","unknown","","","no","","","44100"
"84860","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Jeremy Minns","Brazil","Campos do Jordão, SP","-22.7167","-45.6001","1500","call, calls, perched","","","field recording","//xeno-canto.org/84860","https://xeno-canto.org/84860/download","AMAVIN02.mp3",//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84860-small.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84860-med.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84860-large.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC84860-full.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC84860-small.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC84860-med.png,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC84860-large.png,"//creativecommons.org/licenses/by-nc-sa/3.0/","B","0:47","17:01","2002-04-02","2011-08-02","","Horto Florestal. Calls by four birds, perched high in an araucaria.","unknown","unknown","unknown","","","no","","","44100"
"71548","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Alejandro Bodrati","Argentina","Parque Provincial Cruce Caballero","-26.519","-53.991","600","?","","","field recording","//xeno-canto.org/71548","https://xeno-canto.org/71548/download","AvinaceaAB29Oct2010slide.mp3",//xeno-canto.org/sounds/uploaded/SFWJJTEDEI/ffts/XC71548-small.png,//xeno-canto.org/sounds/uploaded/SFWJJTEDEI/ffts/XC71548-med.png,//xeno-canto.org/sounds/uploaded/SFWJJTEDEI/ffts/XC71548-large.png,//xeno-canto.org/sounds/uploaded/SFWJJTEDEI/ffts/XC71548-full.png,//xeno-canto.org/sounds/uploaded/SFWJJTEDEI/wave/XC71548-small.png,//xeno-canto.org/sounds/uploaded/SFWJJTEDEI/wave/XC71548-med.png,//xeno-canto.org/sounds/uploaded/SFWJJTEDEI/wave/XC71548-large.png,"//creativecommons.org/licenses/by-nc-nd/2.5/","B","0:03","18:00","2010-10-29","2011-02-11","","descending call made during aggressive interaction with conspecifics","unknown","unknown","unknown","","","no","","","44100"
"71528","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Alejandro Bodrati","Argentina","Parque Provincial Cruce Caballero","-26.519","-53.991","600","?","","","field recording","//xeno-canto.org/71528","https://xeno-canto.org/71528/download","AvinaceaAB29Oct2010chase.mp3",//xeno-canto.org/sounds/uploaded/SFWJJTEDEI/ffts/XC71528-small.png,//xeno-canto.org/sounds/uploaded/SFWJJTEDEI/ffts/XC71528-med.png,//xeno-canto.org/sounds/uploaded/SFWJJTEDEI/ffts/XC71528-large.png,//xeno-canto.org/sounds/uploaded/SFWJJTEDEI/ffts/XC71528-full.png,//xeno-canto.org/sounds/uploaded/SFWJJTEDEI/wave/XC71528-small.png,//xeno-canto.org/sounds/uploaded/SFWJJTEDEI/wave/XC71528-med.png,//xeno-canto.org/sounds/uploaded/SFWJJTEDEI/wave/XC71528-large.png,"//creativecommons.org/licenses/by-nc-nd/2.5/","B","0:57","18:00","2010-10-29","2011-02-11","","One individual chases two others, <100 m from nest","unknown","unknown","unknown","","","no","","","44100"
"61797","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Marcos Melo","Brazil","Campos do Jordao State Park, Sao Paulo state","-22.6681","-45.5031","?","call, perched calls","","","field recording","//xeno-canto.org/61797","https://xeno-canto.org/61797/download","Avinacea.mp3",//xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/ffts/XC61797-small.png,//xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/ffts/XC61797-med.png,//xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/ffts/XC61797-large.png,//xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/ffts/XC61797-full.png,//xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/wave/XC61797-small.png,//xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/wave/XC61797-med.png,//xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/wave/XC61797-large.png,"//creativecommons.org/licenses/by-nc-nd/2.5/","B","0:25","06:20","2010-08-23","2010-09-03","","","unknown","unknown","unknown","","","no","","","44100"
"55683","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Myriam Velazquez","Paraguay","Estancia Golondrina, Canindeyu",NA,NA,"?","song","","","field recording","//xeno-canto.org/55683","https://xeno-canto.org/55683/download","PARROT Vinaceous_03_Estancia Golondrina_Canindeyu_PY_8OCT00_Myriam Velazquez.mp3",//xeno-canto.org/sounds/uploaded/BSSDZACLHP/ffts/XC55683-small.png,//xeno-canto.org/sounds/uploaded/BSSDZACLHP/ffts/XC55683-med.png,//xeno-canto.org/sounds/uploaded/BSSDZACLHP/ffts/XC55683-large.png,//xeno-canto.org/sounds/uploaded/BSSDZACLHP/ffts/XC55683-full.png,//xeno-canto.org/sounds/uploaded/BSSDZACLHP/wave/XC55683-small.png,//xeno-canto.org/sounds/uploaded/BSSDZACLHP/wave/XC55683-med.png,//xeno-canto.org/sounds/uploaded/BSSDZACLHP/wave/XC55683-large.png,"//creativecommons.org/licenses/by-nc-nd/2.5/","B","0:16","?:?","2000-10-08","2010-06-16","","<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>","unknown","unknown","unknown","","","no","","","44100"
"41881","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Adrian Eisen Rupp","Brazil","Fazenda Santa Rita, Parque Nacional da Serra do Itajaí, Indaial, Santa Catarina ","-27.1073","-49.1573","740","call","","","field recording","//xeno-canto.org/41881","https://xeno-canto.org/41881/download","Amazona vinacea_Sta. Rita_PNSI_Indaial_SC_20-08-2009.mp3",//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC41881-small.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC41881-med.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC41881-large.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/ffts/XC41881-full.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/wave/XC41881-small.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/wave/XC41881-med.png,//xeno-canto.org/sounds/uploaded/AOPMSCIDIA/wave/XC41881-large.png,"//creativecommons.org/licenses/by-nc-nd/2.5/","B","0:39","?","2009-08-20","2009-12-29","","","unknown","unknown","unknown","","","no","","","44100"
"41817","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Evair Legal","Brazil","Fazenda Santa Rita, Parque Nacional da Serra do Itajaí, Indaial, Santa Catarina","-27.1073","-49.1573","780","flight call","","","field recording","//xeno-canto.org/41817","https://xeno-canto.org/41817/download","Psittacidae._Amazona_vinacea_Faz._Santa Rita_PNSI_24.11.09_ELXC.mp3",//xeno-canto.org/sounds/uploaded/SMJXFKLATM/ffts/XC41817-small.png,//xeno-canto.org/sounds/uploaded/SMJXFKLATM/ffts/XC41817-med.png,//xeno-canto.org/sounds/uploaded/SMJXFKLATM/ffts/XC41817-large.png,//xeno-canto.org/sounds/uploaded/SMJXFKLATM/ffts/XC41817-full.png,//xeno-canto.org/sounds/uploaded/SMJXFKLATM/wave/XC41817-small.png,//xeno-canto.org/sounds/uploaded/SMJXFKLATM/wave/XC41817-med.png,//xeno-canto.org/sounds/uploaded/SMJXFKLATM/wave/XC41817-large.png,"//creativecommons.org/licenses/by-nc-nd/2.5/","B","0:12","18:00","2009-11-24","2009-12-27","","two individuals in flight","unknown","unknown","unknown","","","no","","","44100"
"13509","Amazona","vinacea","","birds","Vinaceous-breasted Amazon","Vitor de Q. Piacentini","Brazil","Morro da Igreja, Urubici, Santa Catarina","-28.13333","-49.5","1200","flight call","","","field recording","//xeno-canto.org/13509","https://xeno-canto.org/13509/download","VQP-Amaz_vin052.mp3",//xeno-canto.org/sounds/uploaded/BMAIKRWPPA/ffts/XC13509-small.png,//xeno-canto.org/sounds/uploaded/BMAIKRWPPA/ffts/XC13509-med.png,//xeno-canto.org/sounds/uploaded/BMAIKRWPPA/ffts/XC13509-large.png,//xeno-canto.org/sounds/uploaded/BMAIKRWPPA/ffts/XC13509-full.png,//xeno-canto.org/sounds/uploaded/BMAIKRWPPA/wave/XC13509-small.png,//xeno-canto.org/sounds/uploaded/BMAIKRWPPA/wave/XC13509-med.png,//xeno-canto.org/sounds/uploaded/BMAIKRWPPA/wave/XC13509-large.png,"//creativecommons.org/licenses/by-nc-nd/2.5/","B","0:09","am","2006-10-20","2008-11-20","","","unknown","unknown","unknown","","","no","","","44100"
